rating,text
0,"jedyne co się zgadza to ze pokrywa cały ekran. natomiast to niby dopasowanie polega na 2 grubościach normalnie z chamskim schodkiem, żadnego zaokrąglenia. telefon wygląda gorzej niż ze zwykłym szkłem. szkło nie będzie pasowało do większości etui chroniących przód telefonu, gdyż trzyma się na tyle słabo że etui je odrywa od ekranu. "
0,"""Etui są najgorszej  jakości jakie dotychczas miałam. Są  tak cienkie że pewnie nawet w najmnjejszym stopniu nie amortyzują upadku telefonu. W dodatku Etui dosłownie na minimetr wystaje poza ekran (bez szkła). Mimo nadruku  prześwituje a z boku jest napisane """"A52018"""" co rzuca sie  w oczy.  Dołączone  szkła  do zakupu nie były  wyposażone w specjalne ściereczki (Mimo, że  nie było  o tym w opisie produktu, to byłam  przekonana  że to jest tak oczywiste  że o tym nie napisali, ale jak widać  byłam w błędzie). Szkła  były  zapakowane chyba w najmniej ostrożny sposób  i aż  dziwne że  nie zostały zniszczone w czasie transportu). Najgorsze w tym wszystkim jest to że zdecydowałam sie na dwie sztuki, czyli ok 17 zł w plecy."""
0,"Niestety sprzęt dobrze działał kilka dni a potem same problemy. Często w ogóle nie reaguje na pilota pomimo nowych baterii i bliskiej odległości. Działanie funkcji myszki często się zawiesza. Próbowałem resetować ale pomogło tylko raz.  Nie udało mi się ściągnąć playera+ i ukazał się komunikat, że system go nie obsługuje. To samo było kiedy chciałem ściągnąć nowszą wersję Netflixa. Sądziłem, że za taką cenę będzie coś lepszego. "
0,"Niestety jestem bardzo zawiedziony. Także przestroga dla wszystkich zastanawiających się nad kupnem Etui 360 3w1 Magnetic Metal bardzo mocno odradzam. Po pierwsze zdjęcia produktu kompletnie odbiegają od faktycznego wyglądu etui. Mylnie pokazane jest, że szkło jest na cały telefon, a w rzeczywistości to metalowa ramka ze szklanymi pleckami. Drugi dość istotny minus to fakt, że etui nie przylega dobrze do telefonu, słychać że urządzenie 'lata' w środku, więc zapewne będzie rysować samą obudowę. Na koniec wisienka na torcie w postaci folii hybrydowej, zasadniczo byłem przekonany, że nie będę tego potrzebował ponieważ samo etui osłoni ekran. Folia jak to folia, dobra jest co najwyżej do owijania towaru na paletach. "
0,"Etui w żaden sposób nie chroni telefonu, przy bardzo małym upadku dosyć, że magnesy się rozczepily to tylna pokrywa pękła. Dzięki temu zamiast super ochrony telefonu mam go rozwalonego.!!! W dodatku szkło pękło na 3 dzień użytkowania z niewiadomych przyczyn (chyba najbardziej cieniutkie szkło). Nie polecam. Lepiej kupić gumowe etui za 5 złoty... "
0,"Etui na zdjęciu prezentuje się elegancko jednak w rzeczywistości totalny badziew. Plastik słabej jakości, ma się wrażenie że montujac telefon w obudowie zaraz wszystko popęka (choć i tak do mnie produkt trafił już uszkodzony więc telefon nie mógł być umieszczony w etui) klapka obudowy w ogóle się nie domyka, lata bezwładnie w lewo i prawo. Również nie polecam"
0,"""badziew jakich mało. Nie umożliwia ostrzenia na nieskończoność mimo soczewki. Mój egzemplarz miał nieprawidłowo wykonany gwint M42 względem bagnetu (pomyłka o prawie pół obrotu), przez co obiektywy po dokręceniu były prawie do góry nogami. Po zamontowaniu większego obiektywu adapter wykazywał dodatkowo niewielkie luzy względem korpusu (niewielkie, ale przy oryginalnych obiektywach nie ma ich wcale), co dawało nieprzyjemne wrażenie """"klekotania"""" wszystkiego. Nie dotykałem soczewki, bojąc się ją ubrudzić, ale jest bardzo cienka, sprawia wrażenie plastikowej. Podsumowując szkoda czasu i pieniędzy."""
0,"Ładny wygląd, ale to bardzo mylące. Wtyk bardzo złej jakości - kiepsko rozklepany, sekcje chodzą luźno w swoje strony (już w przypadku nowej fabrycznie wtyczki, przed lutowaniem kabli). Z jakichś względów wtyczka nie chce się blokować i z większości gniazd jack po prostu wypada (tylko w niektórych trzyma się w miarę poprawnie). Na plus ładna i dość sprawna odgiętka, ale przyda się tylko jako dodatek do jakiegoś lepszego wtyku, który będzie de facto działał - nie tak jak ten... Nie warto oszczędzać."
0,"Szkło bardzo trudne do nałożenia. A mimo idealnie równego przyklejenia: 1. Zasłania elementy ekranu (bardzo uciążliwe np. jest zasłonięcie bocznego paska przeglądarki - nie wiadomo w którym miejscu strony się jest) 2. Zasłania fragmenty liter po bokach i na dole - utrudnia to czytanie, gdy wyświetlamy dużo drobnego tekstu 3. Wygląda nieestetycznie - po bokach są duże prześwity (widać na zdjęciach) 4. Szkło pogorszyło czułość ekranu - po przyklejeniu występują duże trudności z wysuwaniem górnego paska."
0,"""Szkło najgorszej jakości. Zakupiłem dwie sztuki w dniu 2.11.2018 - dotarły do mnie wczoraj.  Po naklejeniu pierwszego szkła krawędzie nie były w ogóle pokryte klejem przez co powstały pęcherzyki powietrza na samych rogach (po obwodzie szkła). Po naklejeniu drugiego szkła okazało się, że szkło które miało być """"full glue, czyli pokryte całym klejem"""" tak w rzeczywistości nie było.  Klej znajdował się tylko po obwodzie. Wszystko odkleiłem i wyrzuciłem do kosza.   Trzecia kwestia jest taka, że szkło różni się znacząco od tego co kupujemy, a co widzimy na grafice. Mowa o kolorze czarnym szkła.  Górny otwór na kamerę oraz na głośnik nie jest wycięty tak jak to widzimy na głównej grafice.  """"Oczko"""" na kamerę jest zabudowane przez co dostaje się kurz do środka i po dłuższym czasie nie mamy dostępu na przedniej kamery, gdyż jest zalepiona kurzem.   Stanowczo odradzam zakupu, chyba że ktoś lubi kupować kota w worku. """
0,"Drugi raz już nie popełnię tego samego błędu. To szkło jest niedopasowane do telefonu, szybko się odkleja, a przez to dotyk nie działa jak powinien. Ogólnie strata czasu i pieniędzy na tego typu szkła. Lepiej poszukać szkła, które być może nie jest zaokrąglone na krawędziach, za to lepiej spasowane do telefonu"
0,"Zakupiony egzemplarz nie był dobrze spasowany, ramka etui delikatnie wygięta, kłopot sprawiał tylni panel - montaż siłowy na wcisk - nie wsuwany jak podano, ponad to panel tylni się ruszał, dołączone szkło hartowane nie trzymanie się telefonu mimo uprzedniego przygotowania wyświetlacza, dołączone ściereczki zamiast mokre były suche. Dokonano reklamacji - towar został wymieniony na inny bez ponoszenia kosztów."
0,"podłączenie do usb typ C powoduje co chwilę zanik karty sieciowej (kilkunastosekundowe zmiany: wykrycie karty sieciowej/brak karty sieciowej). Po ustawieniu w laptopie maksymalnej wydajności udało się na kilkanaście minut  pracować bez rozłączenia. Znajomy informatyk powiedział, iż nie ma szans, żeby z portu usb C uzyskać prąd, który zasil 3 jakiekolwiek urządzenia usb, nie wspominając o zasileniu karty sieciowej. To urządzenie można zastosować co najwyżej jako HUB USB, jako karta sieciowa jest bezużyteczny"
0,"Brak transferu (wykorzystany przez innych nabywców tego konta) każdego dnia. Konta zastępcze (otrzymywane po złożeniu reklamacji) działają średnio przez dobę, jeśli się coś uda pobrać przez ten czas-fajnie, jeśli nie, trzeba pisać kolejną reklamację i czekać na kolejne konto, gdyż na tym pierwszym/podstawowym oczywiście limit wykorzystany przez innych. O ile po pierwszej reklamacji konto zastępcze otrzymuje się od razu, to na kolejne trzeba czekać kilkanaście lub kilkadziesiąt godzin. Nie polecam."
0,"Etui ma silny chemiczny zapach, nie jest możliwy do pozbycia. Po kontakcie z dłonią woń pozostaje na skórze, chemiczny zapach roznosi się po pomieszczeniu, w którym znajduje się etui. Ciężko z tym wytrzymać jednym pomieszczeniu, a co dopiero używać przy twarzy. Nie mam pojęcia co to jest, nie da się tego spłukać. Etui leży już tydzień na balkonie i nadal ma silny zapach. Ładne wykonane etui - ale co z tego jeśli bezużyteczne. Szkoda."
0,"Szkło zle przylega do telefonu. Tylko cieniutki pasek kleju trzymał szkło na telefonie i przez to pod szkło przyklejaly się brudy. Dodatkowo w miejscu kleju dotyk nie działa, co oznacza brak możliwości uzywania dotyku na skrajnych brzegach telefonu. Po jednym dniu użytkowania szkło musiało wyladowac w koszu z polecenia serwisanta w autoryzowanym serwisie Apple. Nie polecam, pieniądze wyrzucone w błoto. "
0,"Sprzedającego ten produkt omijać z daleka. Sprzęt nie zgodny z tym co jest wystawione na aukcji,czyli starszy model. Widoczne były ślady użytkowania. Nie podłączyłem tych słuchawek bo nie był to ten model co widniał na aukcji. Reklamacja i zwrot odbyła się bez problemów z jedną małą rzeczą.. Nie mogłem odesłać w pakiecie Smart. "
0,"""Tania, chińska podróba. Nie można nazwać tego """"zamiennikiem"""", bo zamiennik powinien cechować się co najmniej podobnymi parametrami. Ta bateria posiada jakoby podwójną pojemność w stosunku do oryginału, jednak nie jest w stanie wytrzymać dłużej niż 1 godz. użytkowania. Dla porównania naładowałem oryginalną (wiele lat używaną) baterię do PSP, która wytrzymała nieco ponad 3 godz. grania. Bubel niewart żadnych pieniędzy. Lepiej kupić oryginalną, która będzie trzymać odpowiednio, niż kupić """"baterię o podwójnej mocy"""" która ma.... nie wiem, może 1/8 mocy zwykłej baterii do PSP."""
0,"Telefon jaki jest każdy widzi. Niezbyt wygórowane oczekiwania to i produkt przeciętny. Liczyłem jednak na choćby minimalną poprawę  obslugi i jakości. Niestety model ten nie różni sie znacząco od egzemplarza którego używałem od 3lat. Mało tego to obsługa niektórych funkcji i przycisków jest trudniejsza i jest przeszkodą nie do przeskoczenia dla seniorów. O wyświetlaniu sms-ow nawet nie wspomnę. Tekst trzeba czytać po 1 linijce, a po przeczytaniu dwóch Tekst jest ucięty i nawet mlpdzi ludzie maja problem z rozszyfrowaniem tekstu. Porażka!!!"
0,"Urządzenie działa, ale zasilacz jest tragicznej jakości. Dla zobrazowania - waży niecałe 80g z przewodem 5/12v (pierwsze z brzegu laptopowy waży 240g). Brak wyprowadzenia dwóch przewodów masowych w złączu MOLEX. Przewód 230v z jednej strony ma wtyk 3 przewodowy, z drugiej 2 przewodowy. Uziemienie w zasilaczu nigdzie nie podłączone mimo gniazda z uziemieniem. Brak oznaczenia CE na urządzeniu, jest tylko na naklejce importera na opakowaniu."
0,"To nie jest mój pierwszy raz z tymi filtrami, i zawsze wszystko było ok. Tym razem dostałam zgniecioną paczkę, ja rozumiem, że w czasie podróży różne rzeczy mogą się stać ale tak jak widać na zdjęciu paczka w środku nie była zabezpieczona, plastikowe filtry luzem w kartonie, to oczywiste, że coś im się stanie. Oprócz pęknięcia jednego filtru, inne też dziwnie działają, za każdym razem zostawiają osad. A przypominam, że znam już te filtry i takie akcje im się nie zdarzały. "
0,Produkt gorszy niż się spodziewałem bateria ma niby 4200mA ale gorzej trzyma nic stara która miałem 2800mA nie mierzył ale nie ma więcej ni około 2500mA po co ktoś pisze skoro tak niw ma  Spodziewałem się ze 4200 nie będzie ale liczylem ze będzie trochę więcej niż tamta co była 2800. Nie polecam zwykłe naciaganje i zanieczyszenie środowiska bo musze ja teraz wyrzucić wogole nie spelnila oczekiwań ani tego co było w opisie!!!
0,"13.10.2018 kupiłem adapter wifi sam adapter jak adapter,po pierwsze towar wrzucony w kopertę bez zabezpieczenia bądź opakowania minimum zamiennik,następnie luźne mocowanie antenki co za tym idzie wykrywa komp adapter nic po za tym kolejne to sterowniki umieszczone na forum dobrze trzeba wyszukać by znaleźć,Reklamacja to już w ogóle absurd dziś 12.11.2018 ani nowego adaptera ani pieniędzy na moim koncie jedyna informacja to z 7.11.2018 że wysłane A może jakieś potwierdzenie  ponownego wysłania do mnie  na gębę już nikomu nie wieżę. Pozdrawiam nie zadowolony klient."
0,"Beznadziejny produkt, niewart nawet złotówki, a co dopiero 18 zł. Przezroczystość frontu jest raczej umowna. Etui wykonane z tak twardego tworzywa, że po jednym upuszczeniu krawędzie trzymające aparat popękały, a po drugim odpadły. To jest równoznaczne z całkowitą bezużytecznością etui czyli koniecznością jego wyrzucenia. Podsumowując - 25 złotych wyrzuciłam do kosza. Wiedziałam, że jest to produkt nietrwały, ale 3 tygodnie to już przesada. Ktoś powie - trzeba było nie rzucać (!) telefonem, ale komu nigdy telefon nie spadł niech pierwszy rzuci kamieniem."
0,"Naprawde nie oszukując najniższej jakości (a nie jestem bardzo wymagający) etui. Prosto z Chin jeszcze odkształcone od stosu tych badziewi. Ludzie ja kupiłem i od razu wyrzuciłem do kosza. o 20 zł sie nie bede kłócił bo dałem się nabrać moja wina. Ale wy macie jeszcze szanse. Naprawde nie nadaje sie to do użytku. Oczywiście będą tu pisać odpowiedzi, że nie prawda bo jakość itd.  W chinach kupione po 50gr. ....... szkoda gadać"
0,"Bateria jest bardzo slabej jakości, gdy zejde ponizej 10% naladowania automatycznie  gasnie mi komputer bez zadnego powiadomienia, nie chce sie naladowac do 100%, staje przy 95-97 i do stu nie dojdzie. Ogólnie reklamowałbym ten sprzet, gdyby nie to ze pozdzierałem wszystkie naklejki i oskrobałem obudowe baterii, ktora jest tak beznadziejnie zrobiona ze ostaje 3mm od obudowy laptopa."
0,"Ponownie muszę wystawić ocenę (teraz jest gorsza, a poprzedni kom. zniknął), szkło nie pasuje wymiarami do tego modelu tel., nie przylega do całej powierzchni ekranu (zagięcie ekranu na brzegach), wysłany był mail ze zdjęciami. Funkcjonalność i wygoda obsługi tel. spadła, nieużyteczne, kasa wyrzucona w błoto, nie oczekuje żadnego zwrotu kasy, przestrzegam przed zakupem szkła dla tel. Honor 9"
0,"Gdy otrzymałam paczkę bardzo się ucieszyłam, etui jest przyjemne w dotyku i ładne, ale od razu po założeniu można dostrzec pierwsze wady... ruchome części samoczynnie się odpinają, przez co obudowa staje się bezużyteczna (nie sądzę, że mój telefon przetrwałby pierwszy upadek), podczas zwykłego noszenia w torebce, etui jest całe zarysowane, a złota farba odprysła. Na domiar złego przysik uruchamiający się odłamał. Dodam, że obudowa była noszona przez niecałe dwa tygodnie. Niska cena kusi, ale za nią można mieć coś lepszego jakościowo. Serdecznie odradzam zakupu. "
0,"Kiepskie wykonanie, produkt nie wart nawet ułamka ceny detalicznej. Po pierwsze: powinien byc wykonany z plastyku BPA a nie jest- skoro to fitr czyli produkt prozdrowotny. Co mi po filtrowanej wodzie skoro potem do niej przenikają szkodliwe substancje z zastosowanego plastyku z dzbanka !!! Po drugie: wada konstrukcyjna - dolna część filtra nie powinna byc zanurzona w wodzie a tak sie dzieje gdy górny pojemnik napełni sie wodą do filtrowania nawet nie do końca. Powoduje to tez ze  podczas nalewania wody do uzytku mamy równoczesnie w dzbanku wodę przefiltrowaną i nie w 2 pojemnikach i by filtrowanie z górnego pojemnika zakończyło sie trzeba go specjalnie unieść do góry. Po trzecie: kolejna wada konstrukcyjna: słabe oddzielanie wody przefiltrowanej i nie przefiltrowanej przy nalewaniu i trzeba mocno uważac by się nie mieszały co też ma związek z wada wczesniej wymienioną. Po trzecie: licznik który niby ma wskazywac poziom zuzycie filtra ( do 200 litrów -powinien działac chyba przy całkowitym napełnienu górnego zbiornika po samą krawędz co nie jest mozliwe chociazby z powodu wady w punkcie 2 ) to jakiś dowcip chyba: poza wyglądem niby profesjonalnym guzik daje i trzeba samemu liczyc i pamietać jak długo filtr mozna uzywać. Po czwarte: przykrywka dzbanka słabo spasowana - nawet jak ja sie mocno trzyma kciukiem w czasie nalewania (bo jesli nie to odpadnie) to i tak odstaje od dzbanka z przodu. Generalnie : ładnie wyglądajacy ale drogi i słabo użyteczny gadżet - BUBEL!!!"
0,"Szkło totalna beznadzieja. Nie polecam nikomu. Klej tylko na rantach całe szkło na ekranie jest bez kleju. Klej z rantów zostawia ślady na ekranie, szkło przesuwa się na lewo i prawo w zależności od użytkowania. Pod szkłem zbiera się powietrze, co daje nam efekt tęczy co jest denerwujące.  Nie polecam nikomu !"
0,"Kamera 2 Mpix - hehehe chyba w telefonie, bo nie w smartwatchu. Koperta ciosana prawdopodobnie siekierą (frezarką lepiej bym wykonał) jest krzywo wycięty otwór na szkiełko. Język polski.... tłumaczenie woła o pomstę do nieba. Pasek ... łuszczyca ? Otrzymałem bez folii zabezpieczającej na szybce. BRAK instrukcji PL. Do testu jest ok. ale na prezent NIGDY."
0,"Po pierwsze: szkło absolutnie nie pasuje do HTC 10, bo nie pokrywa nie tylko całego ekranu, ani nawet samej powierzchni wyświetlacza.  Po drugie szkło dotarło do mnie już porysowane ( z drobnymi rysami).  Po trzecie, pomimo dokładnego wyczyszczenia ekranu, po przyklejeniu na szkle już był bród, przez co wyglądało to po prostu fatalnie.  Nikomu nie polecam!"
0,"Bubel  zwykły  bubel. Etui (plecki) luźne  jakby nie do tego modelu boki  odchylają  się na boki i do  dołu odsłaniając klawisze  funkcyjne telefonu. Miało być  dopasowane a  jest  luźne  do  tego stopnia, że każde  dziecko z łatwością zdejmie je z telefonu. Podobnie  folia  pęcherz  goni pęcherz i odchodzi od  ekranu w narożnikach. N I E   P O L E C A M  !!!!!!!!!!!!!!!!!!!!!!!!!!!!"
0,"Wygląda ładnie, i to jedyny plus. Aplikacja która polecana jest w opisie jest tragiczna. Nie ważne czy to dom czy ulica i tak pokazuje źle lokalizację. Funkcja GPS działa na otwartych przestrzeniach ponoć, jak w opisie pisze i że w budynku takim jak szkoła, szpitale, budynki mieszkalne lokalizacja będzie namierzana poprzez funkcje LBS po najbliższych nadajnikach BTS. Sciagnelam inna aplikacje  i Jakoś się kula. Sos nie działa i tak !!! Bateria ładowana po 3 razy dziennie a córka jedyne co to nosi go do szkoły i jak wychodzi, czyli nie korzysta stało często. A od dawna zegarek już leży bo bateria To katastrofa "
0,"Totalna porażka, do przesyłania dźwięku należy połączyć sprzęt audio z transmiterem poprzez przewód jack - jack. Niestety wtyczka nie posiada dobrego połączenia i urządzenie nie chce się przełączyć w tryb transmisji. Jako odbiornik także posiada wadę, po około 20-30 minutach przestaje przetwarzać dźwięk mimo prawidłowego połączenia bluetooth z np, komputerem czy telefonem. Trzeba je wyłączyć i włączyć ponownie."
0,"Podróbka, po jednym upadku się roztrzaskała, została tylko ramka. A telefon spadł dlatego, bo przez to etui tel stał się ciężki i dodatkowo śliski. Blokuje się też przycisk włącz/wyłącz (dodatkowo wbudowany w ramkę z przyciskami regulowania głośności), przez co telefon sam zaczął się całkowicie wyłączać. W związku z blokowanie się tego przycisku blokowało się także wybudzanie telelefonu z uśpienia. Na zagranicznych stronach wygląda to jakoś lepiej... Ale cena ok jak na taką zabawkę. Ogólnie po 2 tygodniach użytkowania została mi tylko ramka i szkło hartowane bo z tym nic się nie dzieje"
0,"""w opisie jest ze albumy są """" z materiałów wysokiej jakości"""". wręcz przeciwnie, strach dotykać stron bo a się wrażenie ze się rozlecą w dłoniach. folia rwie się przy najmniejszym ruchu (na zdjęciach widać jaka jest cieniusieńka). w dotyku jest jakby zleżała i zmurszała, musiałam się nieźle nagimnastykować żeby schować tam zdjęcia. w tej cenie można kupić znacznie lepszej jakości produkt. ze względu na niewielki koszt ogólny nie opłaca się zwracać towaru dlatego przestrzegam przed zakupem"""
0,"Szkło wygląda bardzo profesjonalnie. Wycięte idealnie, pasuje na głośnik i kamery. Lecz nie dotyka całego ekranu. Styk jest tylko w dwóch miejscach po bokach na zagięciach. By normalnie korzystać z ekranu, trzeba bardzo mocno przyciskać szkło, co i tak czasami nie pomaga. Skończyło się na tym że połamałem i wyrzuciłem do śmietnika."
0,Etui na pierwszy rzut oka wydaje się bardzo ładne i dobrze wykonane lecz nie nadaje się do użytku. Przednia część etui jest sztywna i twarda co powoduje powstawanie ryz w przypadku dostania się zanieczyszczeń pomiędzy wyświetlacz a etui. Po tygodniu użytkowania szkło na wyświetlaczu nadawało się do wymiany. Szkoda telefonu.  Aplikacja nie działa. 
0,"Produkt po podłączeniu podziałał chwile i nagle padł, wysłany został jakiś felerny towar, gdy jeszcze działał to dotyk w dolnej części działał bardziej opornie niż wyżej, widoczne rysy na foli ochronnej z obydwu stron jakby był po jakichś przejściach. Po zgłoszonej reklamacji otrzymałem wiadomość że z mojej winy co 100% wiadomo ze nie była to moja wina bo podłączany był przez fachowca i skoro po podłączeniu działał i nie był po uruchomieniu ruszany i nagle sam ekran zgasł to co tu może być moją winą. Oczywiście zrzucenie winy musiało być na mnie bo to gdzie firma będzie ponosić koszty. "
0,"Ładowarka ładuje w nieskończoność. Ładowałem akumulatorki 5 dni czekając aż się pokarze że się  naładowały. Akumulatorki firmy Jiabao o pojemności 5500 mAh, po włożeniu ich do aparatu, ten zdołał  zrobić 3 zdjęcia po czym pokazał się symbol wyładowanych baterii i zgasł . Ładowarka nie ładuje również akumulatorków innych firm. Nagrzewa się przy tym bardzo że aż czuć plastik. Plastik się nie topi też nie pali, ale wydziela dość silny zapach."
